Sex,Age,Region,Frequency,TIME_PERIOD,OVALUE
Persons,15-19,Australian Capital Territory,Quarterly,2014-Q1,24808
Persons,15-19,Australian Capital Territory,Quarterly,2014-Q2,24613
Persons,15-19,Australian Capital Territory,Quarterly,2014-Q3,24738
Persons,15-19,Australian Capital Territory,Quarterly,2014-Q4,24713
Persons,15-19,Australian Capital Territory,Quarterly,2015-Q1,24937
Persons,15-19,Australian Capital Territory,Quarterly,2015-Q2,24817
Persons,15-19,Australian Capital Territory,Quarterly,2015-Q3,24865
Persons,15-19,Australian Capital Territory,Quarterly,2015-Q4,24828
Persons,15-19,Australian Capital Territory,Quarterly,2016-Q1,25083
Persons,15-19,Australian Capital Territory,Quarterly,2016-Q2,24906
Persons,15-19,Australian Capital Territory,Quarterly,2016-Q3,24926
Persons,15-19,Australian Capital Territory,Quarterly,2016-Q4,25001
Persons,15-19,Australian Capital Territory,Quarterly,2017-Q1,25369
Persons,15-19,Australian Capital Territory,Quarterly,2017-Q2,25230
Persons,15-19,Australian Capital Territory,Quarterly,2017-Q3,25335
Persons,15-19,Australian Capital Territory,Quarterly,2017-Q4,25498
Persons,15-19,Australian Capital Territory,Quarterly,2018-Q1,25789
Persons,15-19,Australian Capital Territory,Quarterly,2018-Q2,25806
Persons,15-19,Australian Capital Territory,Quarterly,2018-Q3,25854
Persons,15-19,Australian Capital Territory,Quarterly,2018-Q4,25893
Persons,15-19,Australian Capital Territory,Quarterly,2019-Q1,25921
Persons,15-19,Australian Capital Territory,Quarterly,2019-Q2,25646
Persons,15-19,Australian Capital Territory,Quarterly,2019-Q3,25690
Persons,15-19,Australian Capital Territory,Quarterly,2019-Q4,25661
Persons,15-19,Australian Capital Territory,Quarterly,2020-Q1,25633
Persons,15-19,Australian Capital Territory,Quarterly,2020-Q2,25369
Persons,15-19,Australian Capital Territory,Quarterly,2020-Q3,25483
Persons,15-19,Australian Capital Territory,Quarterly,2020-Q4,25772
Persons,15-19,Australian Capital Territory,Quarterly,2021-Q1,25996
Persons,15-19,Australian Capital Territory,Quarterly,2021-Q2,26425
Persons,15-19,Australian Capital Territory,Quarterly,2021-Q3,26505
Persons,15-19,Australian Capital Territory,Quarterly,2021-Q4,26912
Persons,15-19,Australian Capital Territory,Quarterly,2022-Q1,27465
Persons,15-19,Australian Capital Territory,Quarterly,2022-Q2,27587
Persons,15-19,Australian Capital Territory,Quarterly,2022-Q3,27639
Persons,15-19,Australian Capital Territory,Quarterly,2022-Q4,27900
Persons,15-19,Australian Capital Territory,Quarterly,2023-Q1,28191
Persons,15-19,Australian Capital Territory,Quarterly,2023-Q2,28182
Persons,15-19,Australian Capital Territory,Quarterly,2023-Q3,28273
Persons,15-19,Australian Capital Territory,Quarterly,2023-Q4,28367
Females,15-19,Australian Capital Territory,Quarterly,2014-Q1,12156
Females,15-19,Australian Capital Territory,Quarterly,2014-Q2,12053
Females,15-19,Australian Capital Territory,Quarterly,2014-Q3,12164
Females,15-19,Australian Capital Territory,Quarterly,2014-Q4,12179
Females,15-19,Australian Capital Territory,Quarterly,2015-Q1,12324
Females,15-19,Australian Capital Territory,Quarterly,2015-Q2,12273
Females,15-19,Australian Capital Territory,Quarterly,2015-Q3,12288
Females,15-19,Australian Capital Territory,Quarterly,2015-Q4,12272
Females,15-19,Australian Capital Territory,Quarterly,2016-Q1,12383
Females,15-19,Australian Capital Territory,Quarterly,2016-Q2,12296
Females,15-19,Australian Capital Territory,Quarterly,2016-Q3,12328
Females,15-19,Australian Capital Territory,Quarterly,2016-Q4,12388
Females,15-19,Australian Capital Territory,Quarterly,2017-Q1,12594
Females,15-19,Australian Capital Territory,Quarterly,2017-Q2,12543
Females,15-19,Australian Capital Territory,Quarterly,2017-Q3,12545
Females,15-19,Australian Capital Territory,Quarterly,2017-Q4,12574
Females,15-19,Australian Capital Territory,Quarterly,2018-Q1,12707
Females,15-19,Australian Capital Territory,Quarterly,2018-Q2,12692
Females,15-19,Australian Capital Territory,Quarterly,2018-Q3,12714
Females,15-19,Australian Capital Territory,Quarterly,2018-Q4,12694
Females,15-19,Australian Capital Territory,Quarterly,2019-Q1,12708
Females,15-19,Australian Capital Territory,Quarterly,2019-Q2,12566
Females,15-19,Australian Capital Territory,Quarterly,2019-Q3,12530
Females,15-19,Australian Capital Territory,Quarterly,2019-Q4,12534
Females,15-19,Australian Capital Territory,Quarterly,2020-Q1,12532
Females,15-19,Australian Capital Territory,Quarterly,2020-Q2,12401
Females,15-19,Australian Capital Territory,Quarterly,2020-Q3,12482
Females,15-19,Australian Capital Territory,Quarterly,2020-Q4,12663
Females,15-19,Australian Capital Territory,Quarterly,2021-Q1,12796
Females,15-19,Australian Capital Territory,Quarterly,2021-Q2,13038
Females,15-19,Australian Capital Territory,Quarterly,2021-Q3,13039
Females,15-19,Australian Capital Territory,Quarterly,2021-Q4,13210
Females,15-19,Australian Capital Territory,Quarterly,2022-Q1,13450
Females,15-19,Australian Capital Territory,Quarterly,2022-Q2,13509
Females,15-19,Australian Capital Territory,Quarterly,2022-Q3,13514
Females,15-19,Australian Capital Territory,Quarterly,2022-Q4,13589
Females,15-19,Australian Capital Territory,Quarterly,2023-Q1,13769
Females,15-19,Australian Capital Territory,Quarterly,2023-Q2,13733
Females,15-19,Australian Capital Territory,Quarterly,2023-Q3,13777
Females,15-19,Australian Capital Territory,Quarterly,2023-Q4,13794
Males,15-19,Australian Capital Territory,Quarterly,2014-Q1,12652
Males,15-19,Australian Capital Territory,Quarterly,2014-Q2,12560
Males,15-19,Australian Capital Territory,Quarterly,2014-Q3,12574
Males,15-19,Australian Capital Territory,Quarterly,2014-Q4,12534
Males,15-19,Australian Capital Territory,Quarterly,2015-Q1,12613
Males,15-19,Australian Capital Territory,Quarterly,2015-Q2,12544
Males,15-19,Australian Capital Territory,Quarterly,2015-Q3,12577
Males,15-19,Australian Capital Territory,Quarterly,2015-Q4,12556
Males,15-19,Australian Capital Territory,Quarterly,2016-Q1,12700
Males,15-19,Australian Capital Territory,Quarterly,2016-Q2,12610
Males,15-19,Australian Capital Territory,Quarterly,2016-Q3,12598
Males,15-19,Australian Capital Territory,Quarterly,2016-Q4,12613
Males,15-19,Australian Capital Territory,Quarterly,2017-Q1,12775
Males,15-19,Australian Capital Territory,Quarterly,2017-Q2,12687
Males,15-19,Australian Capital Territory,Quarterly,2017-Q3,12790
Males,15-19,Australian Capital Territory,Quarterly,2017-Q4,12924
Males,15-19,Australian Capital Territory,Quarterly,2018-Q1,13082
Males,15-19,Australian Capital Territory,Quarterly,2018-Q2,13114
Males,15-19,Australian Capital Territory,Quarterly,2018-Q3,13140
Males,15-19,Australian Capital Territory,Quarterly,2018-Q4,13199
Males,15-19,Australian Capital Territory,Quarterly,2019-Q1,13213
Males,15-19,Australian Capital Territory,Quarterly,2019-Q2,13080
Males,15-19,Australian Capital Territory,Quarterly,2019-Q3,13160
Males,15-19,Australian Capital Territory,Quarterly,2019-Q4,13127
Males,15-19,Australian Capital Territory,Quarterly,2020-Q1,13101
Males,15-19,Australian Capital Territory,Quarterly,2020-Q2,12968
Males,15-19,Australian Capital Territory,Quarterly,2020-Q3,13001
Males,15-19,Australian Capital Territory,Quarterly,2020-Q4,13109
Males,15-19,Australian Capital Territory,Quarterly,2021-Q1,13200
Males,15-19,Australian Capital Territory,Quarterly,2021-Q2,13387
Males,15-19,Australian Capital Territory,Quarterly,2021-Q3,13466
Males,15-19,Australian Capital Territory,Quarterly,2021-Q4,13702
Males,15-19,Australian Capital Territory,Quarterly,2022-Q1,14015
Males,15-19,Australian Capital Territory,Quarterly,2022-Q2,14078
Males,15-19,Australian Capital Territory,Quarterly,2022-Q3,14125
Males,15-19,Australian Capital Territory,Quarterly,2022-Q4,14311
Males,15-19,Australian Capital Territory,Quarterly,2023-Q1,14422
Males,15-19,Australian Capital Territory,Quarterly,2023-Q2,14449
Males,15-19,Australian Capital Territory,Quarterly,2023-Q3,14496
Males,15-19,Australian Capital Territory,Quarterly,2023-Q4,14573
Females,15-19,New South Wales,Quarterly,2014-Q1,225827
Females,15-19,New South Wales,Quarterly,2014-Q2,225259
Females,15-19,New South Wales,Quarterly,2014-Q3,225841
Females,15-19,New South Wales,Quarterly,2014-Q4,225523
Females,15-19,New South Wales,Quarterly,2015-Q1,226360
Females,15-19,New South Wales,Quarterly,2015-Q2,225762
Females,15-19,New South Wales,Quarterly,2015-Q3,226480
Females,15-19,New South Wales,Quarterly,2015-Q4,226026
Females,15-19,New South Wales,Quarterly,2016-Q1,226934
Females,15-19,New South Wales,Quarterly,2016-Q2,226433
Females,15-19,New South Wales,Quarterly,2016-Q3,227239
Females,15-19,New South Wales,Quarterly,2016-Q4,226655
Females,15-19,New South Wales,Quarterly,2017-Q1,227794
Females,15-19,New South Wales,Quarterly,2017-Q2,227053
Females,15-19,New South Wales,Quarterly,2017-Q3,227878
Females,15-19,New South Wales,Quarterly,2017-Q4,226802
Females,15-19,New South Wales,Quarterly,2018-Q1,228113
Females,15-19,New South Wales,Quarterly,2018-Q2,227669
Females,15-19,New South Wales,Quarterly,2018-Q3,228513
Females,15-19,New South Wales,Quarterly,2018-Q4,227742
Females,15-19,New South Wales,Quarterly,2019-Q1,228514
Females,15-19,New South Wales,Quarterly,2019-Q2,227336
Females,15-19,New South Wales,Quarterly,2019-Q3,227276
Females,15-19,New South Wales,Quarterly,2019-Q4,225724
Females,15-19,New South Wales,Quarterly,2020-Q1,226003
Females,15-19,New South Wales,Quarterly,2020-Q2,224626
Females,15-19,New South Wales,Quarterly,2020-Q3,223808
Females,15-19,New South Wales,Quarterly,2020-Q4,223073
Females,15-19,New South Wales,Quarterly,2021-Q1,222841
Females,15-19,New South Wales,Quarterly,2021-Q2,222554
Females,15-19,New South Wales,Quarterly,2021-Q3,223467
Females,15-19,New South Wales,Quarterly,2021-Q4,225022
Females,15-19,New South Wales,Quarterly,2022-Q1,228443
Females,15-19,New South Wales,Quarterly,2022-Q2,230621
Females,15-19,New South Wales,Quarterly,2022-Q3,233718
Females,15-19,New South Wales,Quarterly,2022-Q4,235560
Females,15-19,New South Wales,Quarterly,2023-Q1,239453
Females,15-19,New South Wales,Quarterly,2023-Q2,241297
Females,15-19,New South Wales,Quarterly,2023-Q3,244292
Females,15-19,New South Wales,Quarterly,2023-Q4,245430
Males,15-19,New South Wales,Quarterly,2014-Q1,238279
Males,15-19,New South Wales,Quarterly,2014-Q2,237899
Males,15-19,New South Wales,Quarterly,2014-Q3,238430
Males,15-19,New South Wales,Quarterly,2014-Q4,237914
Males,15-19,New South Wales,Quarterly,2015-Q1,238497
Males,15-19,New South Wales,Quarterly,2015-Q2,237762
Males,15-19,New South Wales,Quarterly,2015-Q3,238545
Males,15-19,New South Wales,Quarterly,2015-Q4,238368
Males,15-19,New South Wales,Quarterly,2016-Q1,239379
Males,15-19,New South Wales,Quarterly,2016-Q2,239059
Males,15-19,New South Wales,Quarterly,2016-Q3,239843
Males,15-19,New South Wales,Quarterly,2016-Q4,239610
Males,15-19,New South Wales,Quarterly,2017-Q1,241078
Males,15-19,New South Wales,Quarterly,2017-Q2,240450
Males,15-19,New South Wales,Quarterly,2017-Q3,241449
Males,15-19,New South Wales,Quarterly,2017-Q4,240868
Males,15-19,New South Wales,Quarterly,2018-Q1,242796
Males,15-19,New South Wales,Quarterly,2018-Q2,242753
Males,15-19,New South Wales,Quarterly,2018-Q3,243925
Males,15-19,New South Wales,Quarterly,2018-Q4,243753
Males,15-19,New South Wales,Quarterly,2019-Q1,244864
Males,15-19,New South Wales,Quarterly,2019-Q2,244004
Males,15-19,New South Wales,Quarterly,2019-Q3,243944
Males,15-19,New South Wales,Quarterly,2019-Q4,242565
Males,15-19,New South Wales,Quarterly,2020-Q1,243012
Males,15-19,New South Wales,Quarterly,2020-Q2,241491
Males,15-19,New South Wales,Quarterly,2020-Q3,240468
Males,15-19,New South Wales,Quarterly,2020-Q4,239489
Males,15-19,New South Wales,Quarterly,2021-Q1,239084
Males,15-19,New South Wales,Quarterly,2021-Q2,238716
Males,15-19,New South Wales,Quarterly,2021-Q3,239692
Males,15-19,New South Wales,Quarterly,2021-Q4,241669
Males,15-19,New South Wales,Quarterly,2022-Q1,245609
Males,15-19,New South Wales,Quarterly,2022-Q2,248520
Males,15-19,New South Wales,Quarterly,2022-Q3,251930
Males,15-19,New South Wales,Quarterly,2022-Q4,253965
Males,15-19,New South Wales,Quarterly,2023-Q1,257919
Males,15-19,New South Wales,Quarterly,2023-Q2,259955
Males,15-19,New South Wales,Quarterly,2023-Q3,263046
Males,15-19,New South Wales,Quarterly,2023-Q4,263719
Persons,15-19,New South Wales,Quarterly,2014-Q1,464106
Persons,15-19,New South Wales,Quarterly,2014-Q2,463158
Persons,15-19,New South Wales,Quarterly,2014-Q3,464271
Persons,15-19,New South Wales,Quarterly,2014-Q4,463437
Persons,15-19,New South Wales,Quarterly,2015-Q1,464857
Persons,15-19,New South Wales,Quarterly,2015-Q2,463524
Persons,15-19,New South Wales,Quarterly,2015-Q3,465025
Persons,15-19,New South Wales,Quarterly,2015-Q4,464394
Persons,15-19,New South Wales,Quarterly,2016-Q1,466313
Persons,15-19,New South Wales,Quarterly,2016-Q2,465492
Persons,15-19,New South Wales,Quarterly,2016-Q3,467082
Persons,15-19,New South Wales,Quarterly,2016-Q4,466265
Persons,15-19,New South Wales,Quarterly,2017-Q1,468872
Persons,15-19,New South Wales,Quarterly,2017-Q2,467503
Persons,15-19,New South Wales,Quarterly,2017-Q3,469327
Persons,15-19,New South Wales,Quarterly,2017-Q4,467670
Persons,15-19,New South Wales,Quarterly,2018-Q1,470909
Persons,15-19,New South Wales,Quarterly,2018-Q2,470422
Persons,15-19,New South Wales,Quarterly,2018-Q3,472438
Persons,15-19,New South Wales,Quarterly,2018-Q4,471495
Persons,15-19,New South Wales,Quarterly,2019-Q1,473378
Persons,15-19,New South Wales,Quarterly,2019-Q2,471340
Persons,15-19,New South Wales,Quarterly,2019-Q3,471220
Persons,15-19,New South Wales,Quarterly,2019-Q4,468289
Persons,15-19,New South Wales,Quarterly,2020-Q1,469015
Persons,15-19,New South Wales,Quarterly,2020-Q2,466117
Persons,15-19,New South Wales,Quarterly,2020-Q3,464276
Persons,15-19,New South Wales,Quarterly,2020-Q4,462562
Persons,15-19,New South Wales,Quarterly,2021-Q1,461925
Persons,15-19,New South Wales,Quarterly,2021-Q2,461270
Persons,15-19,New South Wales,Quarterly,2021-Q3,463159
Persons,15-19,New South Wales,Quarterly,2021-Q4,466691
Persons,15-19,New South Wales,Quarterly,2022-Q1,474052
Persons,15-19,New South Wales,Quarterly,2022-Q2,479141
Persons,15-19,New South Wales,Quarterly,2022-Q3,485648
Persons,15-19,New South Wales,Quarterly,2022-Q4,489525
Persons,15-19,New South Wales,Quarterly,2023-Q1,497372
Persons,15-19,New South Wales,Quarterly,2023-Q2,501252
Persons,15-19,New South Wales,Quarterly,2023-Q3,507338
Persons,15-19,New South Wales,Quarterly,2023-Q4,509149
Persons,15-19,Northern Territory,Quarterly,2014-Q1,15498
Persons,15-19,Northern Territory,Quarterly,2014-Q2,15341
Persons,15-19,Northern Territory,Quarterly,2014-Q3,15311
Persons,15-19,Northern Territory,Quarterly,2014-Q4,15117
Persons,15-19,Northern Territory,Quarterly,2015-Q1,14985
Persons,15-19,Northern Territory,Quarterly,2015-Q2,14968
Persons,15-19,Northern Territory,Quarterly,2015-Q3,14985
Persons,15-19,Northern Territory,Quarterly,2015-Q4,14909
Persons,15-19,Northern Territory,Quarterly,2016-Q1,14892
Persons,15-19,Northern Territory,Quarterly,2016-Q2,14921
Persons,15-19,Northern Territory,Quarterly,2016-Q3,15027
Persons,15-19,Northern Territory,Quarterly,2016-Q4,14978
Persons,15-19,Northern Territory,Quarterly,2017-Q1,15004
Persons,15-19,Northern Territory,Quarterly,2017-Q2,15087
Persons,15-19,Northern Territory,Quarterly,2017-Q3,15100
Persons,15-19,Northern Territory,Quarterly,2017-Q4,15072
Persons,15-19,Northern Territory,Quarterly,2018-Q1,15110
Persons,15-19,Northern Territory,Quarterly,2018-Q2,15130
Persons,15-19,Northern Territory,Quarterly,2018-Q3,15186
Persons,15-19,Northern Territory,Quarterly,2018-Q4,15140
Persons,15-19,Northern Territory,Quarterly,2019-Q1,15113
Persons,15-19,Northern Territory,Quarterly,2019-Q2,15119
Persons,15-19,Northern Territory,Quarterly,2019-Q3,15171
Persons,15-19,Northern Territory,Quarterly,2019-Q4,15118
Persons,15-19,Northern Territory,Quarterly,2020-Q1,15219
Persons,15-19,Northern Territory,Quarterly,2020-Q2,15274
Persons,15-19,Northern Territory,Quarterly,2020-Q3,15294
Persons,15-19,Northern Territory,Quarterly,2020-Q4,15258
Persons,15-19,Northern Territory,Quarterly,2021-Q1,15232
Persons,15-19,Northern Territory,Quarterly,2021-Q2,15145
Persons,15-19,Northern Territory,Quarterly,2021-Q3,15198
Persons,15-19,Northern Territory,Quarterly,2021-Q4,15286
Persons,15-19,Northern Territory,Quarterly,2022-Q1,15410
Persons,15-19,Northern Territory,Quarterly,2022-Q2,15426
Persons,15-19,Northern Territory,Quarterly,2022-Q3,15558
Persons,15-19,Northern Territory,Quarterly,2022-Q4,15602
Persons,15-19,Northern Territory,Quarterly,2023-Q1,15786
Persons,15-19,Northern Territory,Quarterly,2023-Q2,15798
Persons,15-19,Northern Territory,Quarterly,2023-Q3,15951
Persons,15-19,Northern Territory,Quarterly,2023-Q4,15896
Males,15-19,Northern Territory,Quarterly,2014-Q1,8215
Males,15-19,Northern Territory,Quarterly,2014-Q2,8132
Males,15-19,Northern Territory,Quarterly,2014-Q3,8094
Males,15-19,Northern Territory,Quarterly,2014-Q4,7986
Males,15-19,Northern Territory,Quarterly,2015-Q1,7906
Males,15-19,Northern Territory,Quarterly,2015-Q2,7922
Males,15-19,Northern Territory,Quarterly,2015-Q3,7920
Males,15-19,Northern Territory,Quarterly,2015-Q4,7865
Males,15-19,Northern Territory,Quarterly,2016-Q1,7866
Males,15-19,Northern Territory,Quarterly,2016-Q2,7912
Males,15-19,Northern Territory,Quarterly,2016-Q3,7968
Males,15-19,Northern Territory,Quarterly,2016-Q4,7943
Males,15-19,Northern Territory,Quarterly,2017-Q1,7961
Males,15-19,Northern Territory,Quarterly,2017-Q2,8031
Males,15-19,Northern Territory,Quarterly,2017-Q3,7994
Males,15-19,Northern Territory,Quarterly,2017-Q4,7964
Males,15-19,Northern Territory,Quarterly,2018-Q1,7951
Males,15-19,Northern Territory,Quarterly,2018-Q2,7978
Males,15-19,Northern Territory,Quarterly,2018-Q3,8002
Males,15-19,Northern Territory,Quarterly,2018-Q4,7962
Males,15-19,Northern Territory,Quarterly,2019-Q1,7951
Males,15-19,Northern Territory,Quarterly,2019-Q2,7965
Males,15-19,Northern Territory,Quarterly,2019-Q3,7958
Males,15-19,Northern Territory,Quarterly,2019-Q4,7915
Males,15-19,Northern Territory,Quarterly,2020-Q1,7948
Males,15-19,Northern Territory,Quarterly,2020-Q2,7962
Males,15-19,Northern Territory,Quarterly,2020-Q3,7958
Males,15-19,Northern Territory,Quarterly,2020-Q4,7926
Males,15-19,Northern Territory,Quarterly,2021-Q1,7907
Males,15-19,Northern Territory,Quarterly,2021-Q2,7853
Males,15-19,Northern Territory,Quarterly,2021-Q3,7902
Males,15-19,Northern Territory,Quarterly,2021-Q4,7968
Males,15-19,Northern Territory,Quarterly,2022-Q1,8025
Males,15-19,Northern Territory,Quarterly,2022-Q2,8035
Males,15-19,Northern Territory,Quarterly,2022-Q3,8112
Males,15-19,Northern Territory,Quarterly,2022-Q4,8152
Males,15-19,Northern Territory,Quarterly,2023-Q1,8255
Males,15-19,Northern Territory,Quarterly,2023-Q2,8289
Males,15-19,Northern Territory,Quarterly,2023-Q3,8382
Males,15-19,Northern Territory,Quarterly,2023-Q4,8374
Females,15-19,Northern Territory,Quarterly,2014-Q1,7283
Females,15-19,Northern Territory,Quarterly,2014-Q2,7209
Females,15-19,Northern Territory,Quarterly,2014-Q3,7217
Females,15-19,Northern Territory,Quarterly,2014-Q4,7131
Females,15-19,Northern Territory,Quarterly,2015-Q1,7079
Females,15-19,Northern Territory,Quarterly,2015-Q2,7046
Females,15-19,Northern Territory,Quarterly,2015-Q3,7065
Females,15-19,Northern Territory,Quarterly,2015-Q4,7044
Females,15-19,Northern Territory,Quarterly,2016-Q1,7026
Females,15-19,Northern Territory,Quarterly,2016-Q2,7009
Females,15-19,Northern Territory,Quarterly,2016-Q3,7059
Females,15-19,Northern Territory,Quarterly,2016-Q4,7035
Females,15-19,Northern Territory,Quarterly,2017-Q1,7043
Females,15-19,Northern Territory,Quarterly,2017-Q2,7056
Females,15-19,Northern Territory,Quarterly,2017-Q3,7106
Females,15-19,Northern Territory,Quarterly,2017-Q4,7108
Females,15-19,Northern Territory,Quarterly,2018-Q1,7159
Females,15-19,Northern Territory,Quarterly,2018-Q2,7152
Females,15-19,Northern Territory,Quarterly,2018-Q3,7184
Females,15-19,Northern Territory,Quarterly,2018-Q4,7178
